link;x;y;drtVehicles
-694626562;799487.2150000001;5828451.795;1
-9189981#1;801688.7949999999;5837776.805;3
114658391#0;792296.56;5831865.505;2
-4424207#2;782086.74;5815204.78;1
-197671077#0;813440.895;5815225.02;46
-197671077#1;812279.125;5815941.925;1
-25094869;782325.59;5820175.12;2
-671329664;806586.665;5822180.035;1
-4579956#0;804353.425;5823837.115;1
-24560321;802729.865;5819113.390000001;1
-466652717;811620.395;5831165.885;1
-1076446008;802483.095;5828277.235;1
-4782311#3;798837.315;5831885.73;1
-31758906#0;803868.27;5817520.115;1
-4579956#4;804171.71;5823659.9;2
-293348724#1;790322.7;5834524.645;1
-1112675746;811409.605;5821068.859999999;1
-151742402;808050.955;5816073.155;1
-4637810#0;796328.0700000001;5833048.165;1
-151742404;807042.185;5817398.76;1
97206935#4;807579.6599999999;5819447.19;1
670062922;809692.3400000001;5818145.015000001;1
-628078311;806061.415;5828920.445;6
670062925;809988.5700000001;5817860.85;1
-16942789#0;792788.335;5816168.1899999995;1
-24873920#1;812411.605;5826790.045;3
1002890679#0;784420.5800000001;5827682.265000001;1
-73673070#0;795231.095;5835328.48;2
-25415810#1;798338.875;5814452.135;1
-24841349#1;804407.205;5827855.984999999;1
-605914559#8;817403.69;5817507.654999999;1
-4606676;790784.085;5830908.715;6
-156350687#1;800156.39;5816068.87;1
-605914559#9;817355.625;5817446.765;1
-391407797;807668.04;5831324.475;1
-4864927#0;785768.365;5815776.555;5
-4864927#1;785906.43;5815860.525;2
-4864927#2;786088.145;5815970.949999999;2
-172183872#3;801710.7150000001;5821151.67;1
-4864927#3;786182.505;5816028.295;2
-1100681911;799506.94;5817871.234999999;2
-14493057;780687.27;5829684.6899999995;1
-7739049#5;810351.885;5824563.955;1
-4745685;790215.8400000001;5823817.895;1
153653007;795520.485;5826350.23;2
-720865935;821580.1599999999;5818986.275;4
-851610759;799314.105;5824821.035;1
1071291894;794711.0;5833781.725;1
-37958936#3;792136.145;5838460.595000001;1
-172698890;797632.0;5818060.54;1
-767466074;791728.5700000001;5824410.890000001;1
-4685757#0;801644.9199999999;5827039.98;1
-5021447#1;787972.1799999999;5830403.04;1
-696250738;800537.4199999999;5831631.1899999995;1
-19350057#0;790918.02;5836416.8149999995;1
-19350057#1;791038.0549999999;5836482.07;2
-306737091#0;800760.16;5833260.385;1
975541964;809880.8200000001;5827919.075;2
676630779#0;799276.54;5824555.08;1
-121429698#3;788096.485;5818443.46;2
-31153216#3;799991.0449999999;5814526.525;1
-851610741;799580.51;5824687.35;2
-948718851;782220.205;5815190.155;2
-151353910#3;796605.315;5821695.77;1
-11013652#1;803009.9550000001;5838954.875;1
-151353910#2;796603.9299999999;5821876.29;2
4689650#1;794919.3400000001;5820276.35;1
-607059678;804030.6599999999;5839843.5;1
-23382147#3;781135.7549999999;5830213.33;2
-23382147#2;781128.96;5830401.045;1
-607059677;804284.61;5840560.305;1
4694793#0;786540.77;5825892.9399999995;1
-23424609#0;798826.26;5838795.39;4
-34956165;796107.66;5830443.77;2
-13842360#1;806203.8049999999;5816189.82;1
-4999738;781710.2;5827654.805;3
146511467;806950.975;5818247.154999999;1
32640199#0;799184.38;5824748.02;1
-145661741#2;787462.78;5818879.895;1
32640199#1;799174.455;5824752.97;1
-145661741#1;787586.87;5818780.0;1
-797679668;792630.285;5815610.5;1
-867850613#2;800169.2050000001;5823739.285;2
-1097689292;811375.52;5826323.045;3
-246049139;787911.185;5816876.984999999;1
-515940525;785515.585;5827762.355;1
-19609586;803739.54;5830223.905;1
-40343634;810776.645;5815739.045;1
-246049143#0;789049.025;5815839.99;1
-183765247#0;811531.815;5820977.915;1
148671114#8;791062.31;5818947.78;1
-690829855;797018.3300000001;5822204.545;1
-31128904#5;806045.865;5816249.85;1
-22942678#0;811390.1950000001;5822116.425000001;1
-8048733#0;783179.11;5826626.8149999995;1
-277543988#0;818192.76;5819979.800000001;2
-4788574#1;805149.1599999999;5833367.21;1
-23133779;779728.44;5821864.035;1
-964932376;801077.275;5823835.045;1
-8048733#1;783029.635;5826337.735;2
-4804521;791366.655;5837303.859999999;2
-246049143#1;789004.73;5816003.855;1
-277543988#2;818471.425;5820203.16;1
-152258300#0;820677.4099999999;5820631.845000001;6
-4802752#1;794053.2649999999;5836414.98;1
-152258300#2;820741.0349999999;5820400.99;1
420112512#1;801245.6;5830354.305;2
-935919381;791038.31;5840569.8;1
-133643003#0;802931.79;5839601.855;2
-23141194#3;810164.815;5831156.195;1
-23141194#0;810149.6699999999;5831041.12;1
352683183#4;795989.115;5832479.345;1
-25523003#2;780230.0800000001;5819858.08;2
-5111674#1;802738.365;5817118.695;2
-29400740#0;793755.745;5828997.855;1
-133643003#1;802805.3049999999;5839769.66;10
-4802334#1;792197.435;5837269.945;2
-24896152#1;796583.2050000001;5816200.72;1
-152258290#0;819208.0349999999;5819318.46;1
-1016033493#1;811875.275;5816528.035;2
-152258290#1;819355.36;5819358.1;1
-9622704;812481.3500000001;5821832.26;2
53385386#0;805955.99;5819043.295;1
-27105668;817825.175;5817280.265000001;1
-28581512;789243.21;5815014.555;1
-25368395;810211.97;5822666.12;1
-28497529#2;796043.38;5823434.025;1
-263787931#7;782268.905;5827514.3100000005;1
-22733456;788880.7050000001;5816574.53;1
-38321181#1;782790.745;5816155.945;1
-846955493;808470.825;5826406.01;1
-229061362#1;805621.3200000001;5827744.76;1
-672327799#4;812476.74;5818756.535;2
-30706065;808069.36;5833417.0;10
-49075754#0;811385.72;5831463.365;1
-29698504#0;798585.915;5813396.949999999;1
148671101#3;791494.9299999999;5819619.995;1
-148295053;794093.6;5817863.3100000005;1
-279125376;815367.565;5820975.305;6
-193155136;809149.935;5828782.994999999;1
-1100707498#0;794941.705;5822558.66;1
-135777007#0;805394.39;5816545.675;1
8048740;783991.575;5826376.0649999995;1
-1012346278;811734.295;5819251.039999999;1
-23626954;784373.75;5831008.24;1
-44212667;799865.105;5836685.859999999;1
-281642745#1;790981.6;5839751.965;1
143308587#0;807709.855;5818345.359999999;1
